row_id,split,label,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta,attempts
train-26,train,0,"Kitni girri hui aurat hai tum, thodi bhi sharm hai nahi. Kya kisi ko pata hai ki tum kya chah rahi ho? Tum to characterless aurat ho aur saath me sabko badnam karna chah rahi ho. Tum badsharm aurat ho, bajaro aurat ho, randi ho tum.",कितनी गिरी हुई औरत है तुझ में थोड़ी भी शर्म नाम की चीज नहीं है क्या कैसी औरत है तू थोड़ी भी शर्म कर यह सब करके तुम क्या करना चाह रही हो तुम तो करैक्टर लेस औरत हो ही साथ ही तुम सब को बदनाम करना चाहती हो बेशर्म औरत तुम बाजारू औरत हो रंडी हो तुम,0.9992,0.9775,0.0217,1
train-22,train,0,"Arey O cute baby, taqat to bahut se poster par lakhna vichar vyakt karke bicharepan diwane ki kuch T B patient nahi jo kosiki thoda chhupane ki kosish kidhar se I I I I karte reho koi kosik karo bhai kangle nahi ho aya da banda ke peda khaate ho gur morning kisi ke mounh mein haath mat daalo baat bulwane ke remake baby babli banti natk kam karo kati kati kati karo kati",अरे  ओ  क्यूट  बेबी  ताकत  तो  बहुत  से  पोस्टर पर लखाण विचार व्यक्त करके   बिचारेपन दीवाने की  कुछ    टी  बी  पेशंट नहीं   जो  कोशिक कि    थोड़ा  छुपाने कि  कोशीस किधर से  आई  आई   आई आई  करते रहो  कोई    कोशीक  करो       भाई  कांगले नहीं हो     ऐ डा बनके पेड़ा  खाते हो गुड़ मोरनिंग   किसी के  मुंह में  हाथ मत डालो  बात  बुलवाने के रीमेक    बेबी   बबली  बंटी    नाटक कम करो   कटी  कटी कटी   करो   कटी,0.998,0.9917,0.0063,1
train-32,train,1,Chai ka paisa Modi ji denge haan na,चाय का पैसा मोदी जी देंगे हां ना,0.0051,0.0392,-0.0342,1
train-31,train,0,"Ye to pahle se tootaa hua hai, ve jhadoo bhosadi ke",यह तो पहले से टूटा हुआ हैवी झाडू भोसड़ी के,0.9993,0.9993,0.0,1
train-27,train,0,Hijab isliye dhake rhe ho ki kahi kisi ke saath mukh marke to nahi aayi hai aur sarke free to dekar dekho Hindustan se ek bhi hijab nahi rahega Jay Hind Jay Bharat 🙏🙏🙏,हिजाब इसलये धके रहते हो कि कही किसी के साथ मुह मार कर तो नही आई है और सरकार फ्री तो देकर देखो हिंदुस्तान से एक भी हिजाब नही रहेगा जय हिन्द जय भारत 🙏🙏🙏,0.9969,0.9421,0.0549,1
train-34,train,1,Nahi ji bilkul bure nahi ho aap to maa ke ladalaye bete ho jo chod gaye jaye do.❤️❤️,नहीं जी बिल्कुल बुरे नहीं हो आप तो मां के लाडले बेटे हो जो छोड गये जाने दो।❤️❤️,0.1552,0.9955,-0.8403,1
train-35,train,1,Bahut accha performance.,बहुत ही अच्छा प्रदर्शन।,0.005,0.0061,-0.0011,1
train-28,train,1,"Adarsh Falaani ji, aapke mubarak paon ke beech jo darwaza-e-jannat hai, usmein ye naachiz apne auzar-e-tabusum ki daakhilat-e-gachagach ki izzat chahta hai... 😝😜😝😜 👉","आदरणीय फलानी जी   आपके मुबारक पावों के बीच जो दरवाज़ा-ए-जन्नत है , उसमे ये नाचीज़ अपने औज़ार-ए-तबसुम की दाखिला-ए-गचागच की इज़ाज़त चाहता है.. 😝😜😝😜 👉",0.0072,0.0098,-0.0026,1
train-30,train,1,"Dil ko sabke liye pattaar banake rakh diya, meri yaad ko jharorat banake rakh diya...!! Jo tum ladki samjhte ho ""jadoo gari"" hai, jaane kitne ko kabutar banake rakh diya...!! 😊","दिल को सबके लिए पत्थर बना के रखा है बस मेरी याद को जेवर बना के रखा है ... !!  जिसको तुम लड़की समझते हो ""जादूगरनी"" है जाने कितनो को कबुतर बना के रखा है ..!!😊",0.0121,0.0414,-0.0294,1
train-36,train,1,"Jise achhi aurat mil jaye, woh admi kabhi uski kadri nahi karta hai didi, pata nahi bhagwan bhi auraton ki aisi kismat ko yehi likh deta hai ke8ke8",जिसे अच्छी औरत मिल जाती वो आदमी उसकी कभी कदर नही करता है दीदी  पता नही भगवान भी औरतों  की ऐसी किस्मत की यू लिख देता है  के8के8,0.0126,0.9814,-0.9688,1
train-38,train,0,"In saale ke khaandaan hai to yeh desh loot liya, barbad kar diya",इन साले के खानदान है तो इस देश को लूट लिया बर्बाद कर दिया,0.9972,0.9944,0.0028,1
train-39,train,1,"Bhaiya bola bahan pyari, tu hai meri ra jadulari, aanch na aane dunga tujh pe, ye mera hai wada tujhse!","भैया बोला बहना प्यारी, तू है मेरी रा जदुलारी, आंच ना आ ने दूंगा तुझ पे ये मेरा है वादा तुझसे!",0.0053,0.0099,-0.0047,1
train-42,train,0,Dharra 302 lagao sale par,धारा 302 लगा दो साले पर,0.9908,0.9576,0.0332,1
train-41,train,0,"Ye ko kisanon ke bade hm dard banthe hain, yahi log 1 rupya kg rate badh jaye to hijro ki tarah nanga naach karte hain.","ये को किसानों के बड़े  हम दर्द बनते है ,,यही लोग १ रुपया किलो रेट bdh जाने पर हिजरो की तरह नंगा नाच करते हैं।",0.9982,0.9795,0.0187,1
train-33,train,0,Behen ki loddri randi,बहन की लोहड़ी रंडी,0.9993,0.9882,0.0111,3
train-43,train,0,"Chor jeete ya daku, apne ko kya desh ko sab loot raha hai",चोर जीते या डाकू अपने को क्या देश को तो सभी लूट रहे हैं,0.9982,0.9684,0.0298,1
train-37,train,0,"Bap ke kapde utar gaye, beti ke pahane me, beti ne kapde utar diye flower badhane me.",बाप के कपड़े उतर गए बेटी के पहनवे में बेटी ने कपडे उतर दिए फ्लोवर बढ़ाने में,0.998,0.956,0.042,2
train-44,train,1,"Gajab madam ji, vo kya baat hai ji❤️❤️❤️❤️❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️",गजब मेडम जी वो क्या बात है जी❤️❤️❤️❤️❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️,0.0043,0.0043,0.0,1
train-45,train,1,Kutte ke bhi nasheeb dekho. 😍😍😍😝😝,कुत्ते के भी नसीब देखो।😍😍😍😝😝,0.697,0.9572,-0.2602,1
train-46,train,1,TV aur mobile se... dhanyavad🙏💕.,टीवी📺 और मोबाईल से.... धन्यवाद🙏💕.,0.0046,0.008,-0.0033,1
train-50,train,0,Duniya me chutiyo ki kami nahi hai. Ek dhundo to sao mil jate hai. Hopless,दुनिया में चुतियो की कमी नहीं है l एक धुंडो तो सौ मिल जाते है l Hopless,0.9991,0.9992,-0.0001,1
train-51,train,1,"Comment padhke maza a gaya main to comment padhne aaya hu, aur hamare jaise kon kon hai comment padhne wale",कमेंट पढ़ कर मजा आ गया मैं  तो कमेंट पढ़ने आया हूं और हमारे जैसे कौन-कौन है कमेंट पढ़ने वाले,0.0082,0.2332,-0.225,1
train-48,train,1,"Ek chandu apne bacche ko pit raha tha 😋 padosi ne pucha - kyun pit ho 😈 Chandu - isko bola ek seedhi chhodkar chadh, chappal kam ghisayegi 😛 Nalaayak 2 seediyan chhodkar chadha, paajama phaad diya. 😳🤣🤣🤣🤣🤣","""एक कंजूस अपने बच्चे को पिट रहा था😋 पड़ोसी ने पूछा- क्यों पीट रहे हो😈  कंजूस-इसको बोला एक सीढी छोड़कर चढ़, चप्पल कम घिसेगी😛  नालायक 2 सीढ़ी छोड़कर चढ़ा, पाजामा फाड़ दिया.😳🤣🤣🤣🤣🤣",0.9749,0.9869,-0.0121,1
train-53,train,1,"In aapke azaad desh Bharat me jitni mahilaye azaad hain, shayad duniya me kahi nahi hongi. Bas farak itna hai ki ameer ghar se lekar office tak har jagah azaad hain. Aur wahi garib inki zuthan saaf karte hue lete hue bathroom bhi saaf karte hue gulaam hain. Ameer azaad hai, garib gulaam hai.",🙏🙏आजाद देश भारत मे जितनी महीलाऐ आजाद हैं।सायद दूनिया मे कही नही होगीं।बस फर्क इतना है। कि अमीर घऱ से लेकर ओफिस तक हर जगह आजाद है।और वही गरीब इनकी झुठन साफ करने से लेकर ले्टीगं बाथरूम साफ करके गुलाम हैं। अमीर आजाद है। गरीब गुलाम है।🙏🙏,0.0048,0.9941,-0.9893,1
train-54,train,1,"Aap ruko, bahut paisa kam liya",आप रूकजाओ बहुत पेसा कमा लीया,0.0049,0.9619,-0.9569,1
train-57,train,1,Log kaise Congress ke 70 saal ke balidan ko bhool sake hai?,लोग कैसे कांग्रेस के 70 साल के बलिदान को भूल सकते है,0.0237,0.0134,0.0103,1
train-58,train,1,Kurkure kha ke maro 🤭🤪🍎,कुरकुरे खाया करो 🤭🤪🍎,0.0143,0.1141,-0.0998,1
train-55,train,0,"Theek hua, chodne ke baccha nahi aata hai iske baare, jab dil ko kahin aram nahi ho raha hai❤️",ठीक हुए चोदने के बेचाब नहीं आता है इसके बारे जब दिल को कहीं आराम नहीं सकता❤️,0.9984,0.9991,-0.0007,1
train-56,train,1,Main aapke YouTube channel ko dekhti hun aur aap jo is tarike se aam par hi videos banate ho aur Snapchat par main bahut sare videos dekhti hun aur aap bahut accha videos bana dete ho aur bahut mehnat karte ho isliye aise hi mehnat.,मैं आपका यूट्यूब चैनल देखती हूं और आप जो इस तरह आम पर ही वीडियो बनाते हो और स्नैपचैट पर में बहुत सारी वीडियोस देखती हूं और आप बहुत अच्छी वीडियो करा बनाते हो और बहुत मेहनत करते हो इसलिए ऐसे ही मेहनत,0.0076,0.9835,-0.9759,1
train-60,train,0,"Isliye paise kam ke phle ghumna band kardo saale, sab kuchh bata ke raha hai",🙏इसलिए घूमने से पहले पैसा कमा साले सब बात करेंगे🙏,0.9704,0.9891,-0.0187,1
train-62,train,1,Koi online hai toh kam se kam good afternoon bol do ji 🍫🍫🍫🍫🍫,कोई आनलाईन है तो कम से कम गुड आफ्टरनून बोल दो जी 🍫🍫🍫🍫🍫,0.0042,0.0043,-0.0,1
train-63,train,0,Kutti kutti kutti pari hai tu,कुट्टी कुट्टी कुट्टी परी है तू,0.9988,0.999,-0.0002,1
train-66,train,1,"Love for ever, one sided ka kuch bhi soch nahi pa raha hoon",लव फोर इवर।वन साइडेड की कल्पना नहीं आ रही है,0.0056,0.0514,-0.0458,1
train-64,train,0,"Kuch log toh aisi adat rakhte hai ki kutte pagal ho jaye tab bhi usko palte rehna chahte hai, chahe kutte ko kattne ki suway lagani pade","कुछ जनता की आदत है,कि कुत्ता पागल हो जाय तब भी उसको पालते रहते चाहें कुत्ता काटने की सुई लगवानी पड़े",0.9776,0.9946,-0.017,1
train-61,train,1,"Sari hamara Bharatiya paridhan hai, is par rook kaise ho sakti hai, ye restaurant band kardo","साड़ी हमारा भारतीय परिधान है ,इस पर रोक कैसे हो सकती है, यह रेस्टोरेंट बंद करा जाए",0.0053,0.9445,-0.9392,1
train-65,train,1,"Dev se puchho Anjali, kuch nahi kehna, chup hi raho dekho dhadkan keh rahi hai",देव से पूछो अंजलि कुछ ना कहो चुप ही रहो देखो धड़कन कहती है,0.0061,0.0165,-0.0105,1
train-68,train,1,"Dil tod ke hansi hai, meri wafa ke yaad karegi",दिल तोड़ के हंसती है मेरा वफाऐ मुझे याद करेगी,0.0057,0.9788,-0.9732,1
train-70,train,0,Aapke mang me sindoor bhi nazar a raha hai.,आपके मांग में सिंदूर भी नजर आ रहा है।,0.0091,0.0049,0.0042,1
train-69,train,0,"Aap yeh video delete kardo, yeh video sahi nahi hai",आप ये वीडियो डिलीट कर दीजिए ये वीडियो सही नहीं है,0.9643,0.9965,-0.0323,1
train-71,train,0,"Ekdam chutiya khola kar dikha de, tu to kitna badhiya rhta hai hamara ja",एकदम चुटिया खोल कर दिखा दे तू तो कितना बढ़िया रहते हमार जा,0.9993,0.9992,0.0,1
train-72,train,1,Sun sun nache lori ki dhaun,सुन सुन नन्हे लोरी की धुन,0.0048,0.0257,-0.0209,1
train-73,train,0,Video par jo likha hai uske baap ko dse aur video banaya hai teri maa ki chut,वीडियो पर जो लिखा है असके बाप को डसे और विडियो बनाया है तेरी मां कि चुत,0.9992,0.9991,0.0002,1
train-76,train,1,Bahut bahut cute lari ho ji,बहुत बहुत सुन्दर लग रही हो जी,0.0048,0.0054,-0.0006,1
train-74,train,1,Padhoge to jaroor padh paoge. Kuch aur karna se achha syllabus hi khatam kar jaoge,पढ़ोगे तो जरूर पढ़ पाओगे ।  कुछ और करने से अच्छा सिलेबस ही खतम कर जाओगे,0.0095,0.0115,-0.002,1
train-75,train,1,Maine bhi aapki video share kar di hai ji haan dost aap 💝💝💝💝❣️❣️❣️💖💖👌👌👌🌹🌹🌹,मैंने भी आपकी वीडियो शेयर कर दिया है जी हां दोस्त आप 💝💝💝💝❣️❣️❣️💖💖👌👌👌🌹🌹🌹,0.0043,0.0043,0.0,1
train-78,train,1,Bolo Sakkshi ji kitne saal ki ho,बोलो साक्षी जी कितने साल की हो,0.0053,0.026,-0.0207,1
train-80,train,1,Password dena ke baad V trust n nahi hota logo ko,पासवर्ड देने के बाद v ट्रस्ट n होता लोगो को,0.0055,0.008,-0.0025,1
train-81,train,1,Kare ke ped par patta nahi. Aisa ped sabji ka nahi hota ke patta na ho har sabji me. Patta hota hai.,केर के पेड़ पड़ पत्ता नही  ऐसा पेड़ सब्जी का होता नही की पपत्ते ना हो हर सब्जी में। पत्ता रहता है,0.0075,0.0121,-0.0046,1
train-82,train,1,Bata do na dil me kya hai tumhare,बता दो ना दिल में क्या है तुम्हारे,0.0056,0.9499,-0.9443,1
train-79,train,1,"Dekho jab tum sab bahut dukhi ho, bahut udas, bohot paresan ho aur chinta kee chilchil ke keh rahi hai ki ab kuchh nahi ho sakta, tumhare marne ka man aur jab tumhe lagne lage ki zindagi sala ab kuchh nahi bacha hai tab us samay mereko yaad karo",👉👉देखो जब तुम सब बहुत दुखी हो बहुत उदास खूब परेशान हो  और चिंता चीख चीख कर कह रही। है की 👉अब कुछ नहीं हो सकता तुम्हारा मरने   का मन और जब तुम्हे लगने लगे की जिंदगी साला अब कुछ नहीं बचा है 👉तब उस  समय मुझे याद करो,0.0097,0.2453,-0.2356,1
train-84,train,1,"Ab tabiyat kaisi hai beta, ab toh theek ho jao, accha doctor dekho na 🌿🌹👌",अब तबीयत कैसी है बेटा अब ठीक हो अच्छे डॉक्टर को दिखा लेते🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹👌👌👌👌👌,0.0044,0.0057,-0.0013,1
train-77,train,0,Sale kute tu Congressi chamcha hai,साले कुते तू कॉग्रेसी चमचा है,0.9993,0.9933,0.0059,2
train-83,train,1,"Kuch to jadoo hai saware... Aap ki in ankho me ❤️ Jab se in ankho ko dekha hai ""Rahi"" kuch aur to dekh hi nahi rahi 😊😊","कुछ तो जादू है सांवरे ... आप की इन आंखों में ❤️ जब से इन आंखों को देखा है"" राही"" कुछ और दिखता ही नहीं 😊😊",0.0052,0.0156,-0.0104,1
train-85,train,1,"Bhai, tala chahiye",भाई  ताला चाहिए,0.0054,0.0601,-0.0547,1
train-86,train,0,Aise hi apni jawaani dikhao tabhi tum jaise ladki ko dekh kar koi larka bigdhta hai,ऐसे ही अपना जवानी दिखाओ तभी तुम जैसे लड़की को देख कर कोई लड़का बिगड़ता है,0.9966,0.9976,-0.0009,1
train-87,train,1,Tai khup sundar 👌👌🌹🌹,ताई खुप सुंदर 👌👌🌹🌹,0.0045,0.0093,-0.0048,1
train-88,train,1,"I love you jaan, aapse bahut pyar karta hun, hamara mobile number le lo",आई लव यू जान आपसे बहुत प्यार करता हूं हमारा मोबाइल नंबर ले लेना,0.0053,0.0062,-0.001,1
train-90,train,1,Do ghante rone ke baad ap to bachayi ho gayi goi 🤭😛😜😝🤭,दो घंटे रोने के बात अप तो बची हो गोई 🤭😛😜😝🤭,0.014,0.0279,-0.0138,1
train-91,train,0,"BJP ek akeleey party hai jo kee leader toh Gandhi ko puja karte hai aur unke voter Nathuram ko 😂 aur dono me is baat ke liye koi jhagda bhi nahi 😜,😝😝","BJP एक अकेली ऐसी पार्टी है जिसके नेता तो गांधी को पूजते हैं और उनके वोटर नाथूराम को😂ओर दोनो में इस बात को लेकर कोई झगड़ा भी नही😜,😝😝",0.982,0.9243,0.0577,1
train-94,train,0,"Manushya ek hai sale, chamara keh raha hai mother chod",मनुष्य एक है साले चमार कह रहा है mother chod,0.9992,0.9992,0.0,1
train-89,train,0,Matalab nange nache karna kitna pasand karte ho log?,मतलब नंगे नाच करना कितना पसंद है लोगो को,0.9971,0.9744,0.0227,2
train-96,train,0,"Tum dono ko koi kaam nahi hai kya, pagal hai bekaar sale, bekaar hai tum dono",तुम दोनों को कोई काम नहीं है क्या पागल है बेवकूफ साले बेकार,0.9984,0.9903,0.0081,1
train-92,train,0,Sahi hai bekar nahi... patta ke sanma 😂😜 pure harami hai hum... meri jaisi harami kahin dundkar,सही है  बेकदर नहीं .....पत्थर के सनम 😂😜 पुरे हरामी है हम ........मेरे जैसी हरामी कही ढुंडकर,0.9992,0.9887,0.0105,2
train-97,train,1,"Kabhi unki yaad aati hai, kabhi unke khwaab aate hain... maine satane ke tareeqe to unhe behisab aate hain... 💔","कभी उनकी याद आती है  कभी उनके ख्व़ाब आते हैं,, मुझे सताने के सलीके तो उन्हें बेहिसाब आते हैं....!!💔",0.0098,0.0444,-0.0346,1
train-93,train,0,"Bhai chunaav ke chakkar mein sarkar kuch bhi kar sakti hai, paper leak karna toh baadhiya hai",भाई चुनाव के चक्कर में सरकार कुछ भी कर सकती है पेपर रध करना तो बहाना है,0.9924,0.9506,0.0418,2
train-98,train,1,Teri love me pagal ho gaya,तेरे प्यार में पाग,0.0297,0.0322,-0.0025,1
train-100,train,0,"Sala bhosad, apne bolne ka tarika badal le",साले भोसड़ा अपने बोलने का तरीका बदल ले,0.9993,0.9991,0.0002,1
train-102,train,1,Good morning sher kar diya,गुड मॉर्निंग शेर कर दिया,0.0047,0.0062,-0.0016,1
train-103,train,1,Good morning jee ☕☕🌹🌹burger👈,गुड मॉर्निंग जी ☕☕🌹🌹🍔👈,0.0044,0.0045,-0.0,1
train-101,train,1,Hum aapko support karte rahenge 👍👍,हम आपको सपोर्ट करते रहेंगे 👍👍,0.0072,0.0051,0.0021,1
train-104,train,0,Nani ne to bata hi nahi ki gand me kida hai,नानी ने तो बताया ही नहीं की गान्ड में कीड़ा है,0.9991,0.97,0.0291,1
train-105,train,0,"Dikhane se to achha hai, chutiya mara le tu 🍌🍌🌽🍌👌",दिखाने से तो अच्छा है च** मरा ले तू 🍌🍌🌽🍌👌,0.9992,0.9993,-0.0,1
train-95,train,0,"Dacoit koi kisaan nahi hai, asli kisaan khet par hai, nakkali kisaan andolan kar rhe hain.",डकैत कोई किसान नहीं है  असली किसान खेतो पर है  नकली किसान आन्दोलन कर रहे हैं।,0.9826,0.9797,0.0028,3
train-109,train,1,Jay Shri Ram 🙏🙏 Jay Shri Ram 🙏🙏,🙏🙏जय श्री राम 🙏🙏,0.0045,0.005,-0.0005,1
train-106,train,0,Madarchod kaun jayega kaun rehenga sab samajh a jayega kuchh din mei,मादरचोद  कौन जाएगा कौन रहेगा सब समझ आ जाएगा कुछ दिन में,0.9993,0.9992,0.0,2
train-110,train,0,"Tu na kuch bda kar, theek hai. Tu samaj rahi hai na main kya kahna chahti hu. Agar nahi samaj rahi ho to sun, tu na vi f bna lo, isko bhi jada pasand karenge, sali chutiya 😡",तू ना कुछ बडा कर ठीक है तू समझ रही है ना मै क्या कहेना चाह रही हूँ अगर नही समझ रही हैं तो सुन तू ना vi f  बना लोग इसे भी जादा पसंद करेंगे sali कुतीया 😡,0.9809,0.9992,-0.0183,1
train-113,train,1,Apna to dekh lo,खुद को देख,0.0093,0.0489,-0.0396,1
train-112,train,1,Sunder bohot hi sundar,👌🥀❣️❣️ सुंदर❣️❣️🥀👌         👌💗❤️ बोहोत ही सुंदर❤️💗👌,0.0043,0.0182,-0.0139,1
train-107,train,0,"Main ye protein drink ke liye taras raha sale, ye protein bhi purani meli mein hai",यह प्रोटीन ड्रिंक के लिए मैं तरस रहा साले यह प्रोटीन भी पुरानी मेला में,0.9907,0.9695,0.0212,3
train-111,train,1,"Mere bhi do betiyain hain, main bhi bahut pyar karta hoon. Meri betiyain love you. Mere bhi ma'in main bhi bahut pyar karta hoon, love you ma.",मेरी भी दो बेटियां हैं मैं भी बहुत प्यार करती हूं मेरी बेटियां लव यू  मेरी भी मां मैनू बहुत प्यार करती है लव यू मां,0.0047,0.0075,-0.0028,1
train-115,train,1,Itne sanskaar ke video dekhne ke baad main apne netra daan kar dunga 😌😌,इतने संस्कारी वीडियो देखने के बाद मे अपने नेत्र दान कर दूंगा😌😌,0.0778,0.0941,-0.0163,1
train-114,train,1,"Duro ki dosti bhi kamal ki hoti hai, milna kahan hota hai sirf baat hi to hoti hai",दुर की दोस्ती👫 भी कमाल की होती है🌹 मिलना कहा होता है सिर्फ बात ही तो होती है🌹,0.0044,0.0053,-0.001,1
train-119,train,1,"Phone to le lo, cover se kaam chal raha hai kya?",फोन तो ले लो कवर से काम चला रहे हो के,0.0097,0.0187,-0.009,1
train-117,train,1,"Dua karo Namibia New Zealand ko haraye, aur New Zealand Afghanistan ko aur sare bache match jeete beete antar se",दुआ करों नामीबिया न्यूजीलैंड को हराये  और न्यूजीलैंड अफगानिस्तान को  और सारे बचें मैच जीते बड़े बड़े अंतर से,0.0049,0.0135,-0.0086,1
train-120,train,1,"Billkul der se bole, Neetu sun legi 😜💋💯🎲🍓🌺💕🌼🤗👈✌️💞",बिल्कुल देर से बोलना नीतू को सुन लेगा 🤪💋💯🎲🍓🌺💕🌼🤗👈✌️💞,0.0046,0.0059,-0.0014,1
train-121,train,1,"Gareebi se bhi mut se battar hai, meri dost mut aaye par meri dost gareebi na aaye kisi ko 😥😥😥🙏🙏🙏",ग़रीबी मौत से भी बत्तर है मेरे दोस्त मौत आ जाये पर मेरे दोस्त गरीबी न आये किसी को😥😥😥🙏🙏🙏,0.0256,0.0106,0.015,1
train-122,train,0,"Itna hi kyun phehan rahi ho, isko bhi utar dena chahiye aur maa-bap ka naam roshan karna chahiye, chudail 😡😡",😡😡😡😡😡😡😡😡😡😡😡😡😡😡इतना क्यों पहन रखी हो इसे भी उतार देना चाहिए और माँ बाप का नाम रोशन करना चाहिए 😡😡😡😡😡😡चुड़ैल,0.054,0.9815,-0.9275,1
train-123,train,1,"Prajakta aap itne achhe song kahan se dhundothe ho, kya ye sab google se milte hai? 😄😄😄😄",😀प्राजक्ता आप इतने अच्छे सोंग कहां से ढूंढते हो क्या ये सारे गूगली है देती है ?😀😀😀😀,0.0089,0.0122,-0.0033,1
